,Date,Demand,period_col,period_child_col
118,2012-01-05 22:00:00,8321.258416,2012-01-05,22
119,2012-01-05 23:00:00,7951.237585999999,2012-01-05,23
120,2012-01-06 00:00:00,8124.946218,2012-01-06,00
121,2012-01-06 01:00:00,7462.6083419999995,2012-01-06,01
122,2012-01-06 02:00:00,7716.740392,2012-01-06,02
123,2012-01-06 03:00:00,7209.88663,2012-01-06,03
124,2012-01-06 04:00:00,6958.418106,2012-01-06,04
125,2012-01-06 05:00:00,7110.197306,2012-01-06,05
126,2012-01-06 06:00:00,7666.066188,2012-01-06,06
127,2012-01-06 07:00:00,8561.078516000001,2012-01-06,07
128,2012-01-06 08:00:00,9026.91491,2012-01-06,08
129,2012-01-06 09:00:00,9422.933502,2012-01-06,09
130,2012-01-06 10:00:00,9526.567353999999,2012-01-06,10
131,2012-01-06 11:00:00,9632.860177999999,2012-01-06,11
132,2012-01-06 12:00:00,9748.746036,2012-01-06,12
133,2012-01-06 13:00:00,9793.626412000001,2012-01-06,13
134,2012-01-06 14:00:00,9849.001034,2012-01-06,14
135,2012-01-06 15:00:00,9900.619414,2012-01-06,15
136,2012-01-06 16:00:00,10048.400094,2012-01-06,16
137,2012-01-06 17:00:00,10006.241974,2012-01-06,17
138,2012-01-06 18:00:00,9609.510686000001,2012-01-06,18
139,2012-01-06 19:00:00,9155.044876,2012-01-06,19
140,2012-01-06 20:00:00,8900.299906,2012-01-06,20
141,2012-01-06 21:00:00,8776.777392,2012-01-06,21
142,2012-01-06 22:00:00,8192.806340000001,2012-01-06,22
143,2012-01-06 23:00:00,7846.248114,2012-01-06,23
144,2012-01-07 00:00:00,8065.53785,2012-01-07,00
145,2012-01-07 01:00:00,7416.863196,2012-01-07,01
146,2012-01-07 02:00:00,7566.919838,2012-01-07,02
147,2012-01-07 03:00:00,7092.517426,2012-01-07,03
148,2012-01-07 04:00:00,6891.749872,2012-01-07,04
149,2012-01-07 05:00:00,6874.65455,2012-01-07,05
150,2012-01-07 06:00:00,6983.966094,2012-01-07,06
151,2012-01-07 07:00:00,7494.726932,2012-01-07,07
152,2012-01-07 08:00:00,8001.916078,2012-01-07,08
153,2012-01-07 09:00:00,8559.82026,2012-01-07,09
154,2012-01-07 10:00:00,8929.860068,2012-01-07,10
155,2012-01-07 11:00:00,9152.794358,2012-01-07,11
156,2012-01-07 12:00:00,9213.622068,2012-01-07,12
157,2012-01-07 13:00:00,9336.887444,2012-01-07,13
158,2012-01-07 14:00:00,9404.081844,2012-01-07,14
159,2012-01-07 15:00:00,9552.72454,2012-01-07,15
160,2012-01-07 16:00:00,9680.406306,2012-01-07,16
161,2012-01-07 17:00:00,9680.103041999999,2012-01-07,17
162,2012-01-07 18:00:00,9472.595442,2012-01-07,18
163,2012-01-07 19:00:00,9076.20333,2012-01-07,19
164,2012-01-07 20:00:00,8813.420151999999,2012-01-07,20
165,2012-01-07 21:00:00,8785.031294,2012-01-07,21
166,2012-01-07 22:00:00,8387.74605,2012-01-07,22
167,2012-01-07 23:00:00,8092.154893999999,2012-01-07,23
168,2012-01-08 00:00:00,8216.238981999999,2012-01-08,00
169,2012-01-08 01:00:00,7526.090872,2012-01-08,01
170,2012-01-08 02:00:00,7583.940294,2012-01-08,02
171,2012-01-08 03:00:00,7057.321056000001,2012-01-08,03
172,2012-01-08 04:00:00,6740.546974,2012-01-08,04
173,2012-01-08 05:00:00,6722.195856,2012-01-08,05
174,2012-01-08 06:00:00,6870.175872,2012-01-08,06
175,2012-01-08 07:00:00,7257.56113,2012-01-08,07
176,2012-01-08 08:00:00,7596.268692,2012-01-08,08
177,2012-01-08 09:00:00,8064.883648,2012-01-08,09
178,2012-01-08 10:00:00,8410.276158,2012-01-08,10
179,2012-01-08 11:00:00,8577.265748,2012-01-08,11
180,2012-01-08 12:00:00,8723.786698,2012-01-08,12
181,2012-01-08 13:00:00,8775.080654,2012-01-08,13
182,2012-01-08 14:00:00,8773.267244,2012-01-08,14
183,2012-01-08 15:00:00,8876.86144,2012-01-08,15
184,2012-01-08 16:00:00,8899.063596,2012-01-08,16
185,2012-01-08 17:00:00,8886.025342,2012-01-08,17
186,2012-01-08 18:00:00,8865.241294,2012-01-08,18
187,2012-01-08 19:00:00,8537.13091,2012-01-08,19
188,2012-01-08 20:00:00,8434.379326,2012-01-08,20
189,2012-01-08 21:00:00,8426.780526,2012-01-08,21
190,2012-01-08 22:00:00,7978.499184,2012-01-08,22
191,2012-01-08 23:00:00,7613.652344,2012-01-08,23
192,2012-01-09 00:00:00,7794.622314,2012-01-09,00
193,2012-01-09 01:00:00,7261.434572,2012-01-09,01
194,2012-01-09 02:00:00,7478.982116,2012-01-09,02
195,2012-01-09 03:00:00,6917.3729299999995,2012-01-09,03
196,2012-01-09 04:00:00,6697.057482,2012-01-09,04
197,2012-01-09 05:00:00,6997.345344,2012-01-09,05
198,2012-01-09 06:00:00,7747.843376,2012-01-09,06
199,2012-01-09 07:00:00,8781.135333999999,2012-01-09,07
200,2012-01-09 08:00:00,9329.378494,2012-01-09,08
201,2012-01-09 09:00:00,9772.147952,2012-01-09,09
202,2012-01-09 10:00:00,9917.260518,2012-01-09,10
203,2012-01-09 11:00:00,10079.285852,2012-01-09,11
204,2012-01-09 12:00:00,10180.406626,2012-01-09,12
205,2012-01-09 13:00:00,10217.674668,2012-01-09,13
206,2012-01-09 14:00:00,10214.038344,2012-01-09,14
207,2012-01-09 15:00:00,10217.400485999999,2012-01-09,15
208,2012-01-09 16:00:00,10262.315677999999,2012-01-09,16
209,2012-01-09 17:00:00,10246.4011,2012-01-09,17
210,2012-01-09 18:00:00,9797.859808,2012-01-09,18
211,2012-01-09 19:00:00,9302.312947999999,2012-01-09,19
212,2012-01-09 20:00:00,9011.001236,2012-01-09,20
213,2012-01-09 21:00:00,9058.845836,2012-01-09,21
214,2012-01-09 22:00:00,8494.652087999999,2012-01-09,22
215,2012-01-09 23:00:00,8027.1976859999995,2012-01-09,23
216,2012-01-10 00:00:00,8240.217585999999,2012-01-10,00
217,2012-01-10 01:00:00,7541.369698,2012-01-10,01
218,2012-01-10 02:00:00,7803.164656,2012-01-10,02
219,2012-01-10 03:00:00,7203.282504000001,2012-01-10,03
220,2012-01-10 04:00:00,6948.957466,2012-01-10,04
221,2012-01-10 05:00:00,7249.311406,2012-01-10,05
222,2012-01-10 06:00:00,7938.087926,2012-01-10,06
223,2012-01-10 07:00:00,8980.783098,2012-01-10,07
224,2012-01-10 08:00:00,9467.75689,2012-01-10,08
225,2012-01-10 09:00:00,9793.142845999999,2012-01-10,09
226,2012-01-10 10:00:00,9926.370412,2012-01-10,10
227,2012-01-10 11:00:00,9977.950018,2012-01-10,11
228,2012-01-10 12:00:00,10013.32601,2012-01-10,12
229,2012-01-10 13:00:00,9955.447282000001,2012-01-10,13
230,2012-01-10 14:00:00,10022.266432,2012-01-10,14
231,2012-01-10 15:00:00,9990.564166,2012-01-10,15
232,2012-01-10 16:00:00,10010.543204000001,2012-01-10,16
233,2012-01-10 17:00:00,10049.398964,2012-01-10,17
234,2012-01-10 18:00:00,9735.011311999999,2012-01-10,18
235,2012-01-10 19:00:00,9277.579962,2012-01-10,19
236,2012-01-10 20:00:00,9170.379646000001,2012-01-10,20
237,2012-01-10 21:00:00,9125.543526000001,2012-01-10,21
238,2012-01-10 22:00:00,8493.740596,2012-01-10,22
239,2012-01-10 23:00:00,8106.218554,2012-01-10,23
240,2012-01-11 00:00:00,8377.333522,2012-01-11,00
241,2012-01-11 01:00:00,7669.9913,2012-01-11,01
242,2012-01-11 02:00:00,7860.726874,2012-01-11,02
243,2012-01-11 03:00:00,7316.778158,2012-01-11,03
244,2012-01-11 04:00:00,7048.890454,2012-01-11,04
245,2012-01-11 05:00:00,7273.805829999999,2012-01-11,05
246,2012-01-11 06:00:00,8136.906902000001,2012-01-11,06
247,2012-01-11 07:00:00,9323.061438,2012-01-11,07
248,2012-01-11 08:00:00,9851.541942,2012-01-11,08
249,2012-01-11 09:00:00,10174.54995,2012-01-11,09
250,2012-01-11 10:00:00,10215.351868,2012-01-11,10
251,2012-01-11 11:00:00,10252.676056,2012-01-11,11
252,2012-01-11 12:00:00,10206.74137,2012-01-11,12
253,2012-01-11 13:00:00,10094.665178,2012-01-11,13
254,2012-01-11 14:00:00,9985.736104,2012-01-11,14
255,2012-01-11 15:00:00,9895.534526,2012-01-11,15
256,2012-01-11 16:00:00,9907.877782,2012-01-11,16
257,2012-01-11 17:00:00,9940.492896,2012-01-11,17
258,2012-01-11 18:00:00,9643.975138,2012-01-11,18
259,2012-01-11 19:00:00,9266.749609999999,2012-01-11,19
260,2012-01-11 20:00:00,9113.128562,2012-01-11,20
261,2012-01-11 21:00:00,9186.770348,2012-01-11,21
262,2012-01-11 22:00:00,8537.268864,2012-01-11,22
263,2012-01-11 23:00:00,8059.493936000001,2012-01-11,23
264,2012-01-12 00:00:00,8327.3165,2012-01-12,00
265,2012-01-12 01:00:00,7674.993058,2012-01-12,01
266,2012-01-12 02:00:00,7904.409718,2012-01-12,02
267,2012-01-12 03:00:00,7438.800266,2012-01-12,03
268,2012-01-12 04:00:00,7168.128746,2012-01-12,04
269,2012-01-12 05:00:00,7377.595617999999,2012-01-12,05
270,2012-01-12 06:00:00,8222.209564,2012-01-12,06
271,2012-01-12 07:00:00,9315.735448,2012-01-12,07
272,2012-01-12 08:00:00,9778.084856000001,2012-01-12,08
273,2012-01-12 09:00:00,10085.874437999999,2012-01-12,09
274,2012-01-12 10:00:00,10133.216428,2012-01-12,10
275,2012-01-12 11:00:00,10163.550402,2012-01-12,11
276,2012-01-12 12:00:00,10251.137844,2012-01-12,12
277,2012-01-12 13:00:00,10250.232813999999,2012-01-12,13
278,2012-01-12 14:00:00,10187.721088,2012-01-12,14
279,2012-01-12 15:00:00,10123.134526000002,2012-01-12,15
280,2012-01-12 16:00:00,10153.70435,2012-01-12,16
281,2012-01-12 17:00:00,10102.153554,2012-01-12,17
282,2012-01-12 18:00:00,9754.956180000001,2012-01-12,18
283,2012-01-12 19:00:00,9385.286792,2012-01-12,19
284,2012-01-12 20:00:00,9206.535189999999,2012-01-12,20
285,2012-01-12 21:00:00,9139.852308,2012-01-12,21
286,2012-01-12 22:00:00,8506.614644000001,2012-01-12,22
287,2012-01-12 23:00:00,8055.804516,2012-01-12,23
288,2012-01-13 00:00:00,8253.289628,2012-01-13,00
289,2012-01-13 01:00:00,7613.122048,2012-01-13,01
290,2012-01-13 02:00:00,7805.952094,2012-01-13,02
291,2012-01-13 03:00:00,7262.530114,2012-01-13,03
292,2012-01-13 04:00:00,6988.339246,2012-01-13,04
293,2012-01-13 05:00:00,7267.76278,2012-01-13,05
294,2012-01-13 06:00:00,8054.436618,2012-01-13,06
295,2012-01-13 07:00:00,9209.394413999999,2012-01-13,07
296,2012-01-13 08:00:00,9713.986946,2012-01-13,08
297,2012-01-13 09:00:00,9996.79831,2012-01-13,09
298,2012-01-13 10:00:00,10139.878058,2012-01-13,10
299,2012-01-13 11:00:00,10226.933342,2012-01-13,11
300,2012-01-13 12:00:00,10197.490922,2012-01-13,12
301,2012-01-13 13:00:00,10127.197248,2012-01-13,13
302,2012-01-13 14:00:00,10038.305550000001,2012-01-13,14
303,2012-01-13 15:00:00,9973.685624000002,2012-01-13,15
304,2012-01-13 16:00:00,9922.241886,2012-01-13,16
305,2012-01-13 17:00:00,9875.812392,2012-01-13,17
306,2012-01-13 18:00:00,9573.685786,2012-01-13,18
307,2012-01-13 19:00:00,9258.754734,2012-01-13,19
308,2012-01-13 20:00:00,9046.522789999999,2012-01-13,20
309,2012-01-13 21:00:00,8978.710638,2012-01-13,21
310,2012-01-13 22:00:00,8424.302158,2012-01-13,22
311,2012-01-13 23:00:00,8021.131432,2012-01-13,23
312,2012-01-14 00:00:00,8207.878614000001,2012-01-14,00
313,2012-01-14 01:00:00,7563.379514,2012-01-14,01
314,2012-01-14 02:00:00,7660.099630000001,2012-01-14,02
315,2012-01-14 03:00:00,7002.217081999999,2012-01-14,03
316,2012-01-14 04:00:00,6693.125066,2012-01-14,04
317,2012-01-14 05:00:00,6739.54539,2012-01-14,05
318,2012-01-14 06:00:00,7078.222738,2012-01-14,06
319,2012-01-14 07:00:00,7652.274642,2012-01-14,07
320,2012-01-14 08:00:00,8171.9293020000005,2012-01-14,08
321,2012-01-14 09:00:00,8617.74901,2012-01-14,09
322,2012-01-14 10:00:00,8790.743898,2012-01-14,10
323,2012-01-14 11:00:00,8740.099988,2012-01-14,11
324,2012-01-14 12:00:00,8607.182312,2012-01-14,12
325,2012-01-14 13:00:00,8527.459104,2012-01-14,13
326,2012-01-14 14:00:00,8444.429296,2012-01-14,14
327,2012-01-14 15:00:00,8441.585844000001,2012-01-14,15
328,2012-01-14 16:00:00,8593.39864,2012-01-14,16
329,2012-01-14 17:00:00,8698.153444,2012-01-14,17
330,2012-01-14 18:00:00,8687.434570000001,2012-01-14,18
331,2012-01-14 19:00:00,8517.383134,2012-01-14,19
332,2012-01-14 20:00:00,8433.096826,2012-01-14,20
333,2012-01-14 21:00:00,8486.641899999999,2012-01-14,21
334,2012-01-14 22:00:00,8133.8298859999995,2012-01-14,22
335,2012-01-14 23:00:00,7835.995419999999,2012-01-14,23
336,2012-01-15 00:00:00,8068.690604,2012-01-15,00
337,2012-01-15 01:00:00,7427.0789,2012-01-15,01
338,2012-01-15 02:00:00,7510.989722,2012-01-15,02
339,2012-01-15 03:00:00,6933.0751199999995,2012-01-15,03
340,2012-01-15 04:00:00,6579.103558,2012-01-15,04
341,2012-01-15 05:00:00,6497.25892,2012-01-15,05
342,2012-01-15 06:00:00,6594.985014,2012-01-15,06
343,2012-01-15 07:00:00,6943.220878,2012-01-15,07
344,2012-01-15 08:00:00,7316.716818,2012-01-15,08
345,2012-01-15 09:00:00,7716.183804,2012-01-15,09
346,2012-01-15 10:00:00,8027.966642,2012-01-15,10
347,2012-01-15 11:00:00,8156.334000000001,2012-01-15,11
348,2012-01-15 12:00:00,8197.838609999999,2012-01-15,12
349,2012-01-15 13:00:00,8184.516428,2012-01-15,13
350,2012-01-15 14:00:00,8213.773212,2012-01-15,14
351,2012-01-15 15:00:00,8329.142192,2012-01-15,15
352,2012-01-15 16:00:00,8561.602414,2012-01-15,16
353,2012-01-15 17:00:00,8766.968936000001,2012-01-15,17
354,2012-01-15 18:00:00,8866.371752,2012-01-15,18
355,2012-01-15 19:00:00,8724.351018000001,2012-01-15,19
356,2012-01-15 20:00:00,8533.853548,2012-01-15,20
357,2012-01-15 21:00:00,8647.48154,2012-01-15,21
358,2012-01-15 22:00:00,8154.887994,2012-01-15,22
359,2012-01-15 23:00:00,7738.687264,2012-01-15,23
360,2012-01-16 00:00:00,7899.84294,2012-01-16,00
361,2012-01-16 01:00:00,7297.988476,2012-01-16,01
362,2012-01-16 02:00:00,7537.647956,2012-01-16,02
363,2012-01-16 03:00:00,7056.242064,2012-01-16,03
364,2012-01-16 04:00:00,6855.654932,2012-01-16,04
365,2012-01-16 05:00:00,7180.638654,2012-01-16,05
366,2012-01-16 06:00:00,8010.171166,2012-01-16,06
367,2012-01-16 07:00:00,9346.34537,2012-01-16,07
368,2012-01-16 08:00:00,10133.425544,2012-01-16,08
369,2012-01-16 09:00:00,10731.229522,2012-01-16,09
370,2012-01-16 10:00:00,11159.687224,2012-01-16,10
371,2012-01-16 11:00:00,11533.127688,2012-01-16,11
372,2012-01-16 12:00:00,11907.422948,2012-01-16,12
373,2012-01-16 13:00:00,12341.883362,2012-01-16,13
374,2012-01-16 14:00:00,12753.613968,2012-01-16,14
375,2012-01-16 15:00:00,13142.263968,2012-01-16,15
376,2012-01-16 16:00:00,13734.842262,2012-01-16,16
377,2012-01-16 17:00:00,13918.591176,2012-01-16,17
378,2012-01-16 18:00:00,13434.483826,2012-01-16,18
379,2012-01-16 19:00:00,12834.679748,2012-01-16,19
380,2012-01-16 20:00:00,12098.384086,2012-01-16,20
381,2012-01-16 21:00:00,11641.277596,2012-01-16,21
382,2012-01-16 22:00:00,10441.021864,2012-01-16,22
383,2012-01-16 23:00:00,9449.042443999999,2012-01-16,23
384,2012-01-17 00:00:00,9277.999198000001,2012-01-17,00
385,2012-01-17 01:00:00,8453.435346,2012-01-17,01
386,2012-01-17 02:00:00,8629.6723,2012-01-17,02
387,2012-01-17 03:00:00,8041.487282,2012-01-17,03
388,2012-01-17 04:00:00,7860.243924,2012-01-17,04
389,2012-01-17 05:00:00,8233.090804,2012-01-17,05
390,2012-01-17 06:00:00,9141.930976,2012-01-17,06
391,2012-01-17 07:00:00,10499.92219,2012-01-17,07
392,2012-01-17 08:00:00,11485.941716000001,2012-01-17,08
393,2012-01-17 09:00:00,12417.505626,2012-01-17,09
394,2012-01-17 10:00:00,13092.579976,2012-01-17,10
395,2012-01-17 11:00:00,13692.091646,2012-01-17,11
396,2012-01-17 12:00:00,14258.76137,2012-01-17,12
397,2012-01-17 13:00:00,14810.70844,2012-01-17,13
398,2012-01-17 14:00:00,15271.524504,2012-01-17,14
399,2012-01-17 15:00:00,15602.998648,2012-01-17,15
400,2012-01-17 16:00:00,15809.218588,2012-01-17,16
401,2012-01-17 17:00:00,15732.716725999999,2012-01-17,17
402,2012-01-17 18:00:00,15023.364934000001,2012-01-17,18
403,2012-01-17 19:00:00,14159.082576,2012-01-17,19
404,2012-01-17 20:00:00,13394.358054,2012-01-17,20
405,2012-01-17 21:00:00,12789.224881999999,2012-01-17,21
406,2012-01-17 22:00:00,11428.421043999999,2012-01-17,22
407,2012-01-17 23:00:00,10233.606734,2012-01-17,23
408,2012-01-18 00:00:00,9929.860212,2012-01-18,00
409,2012-01-18 01:00:00,8980.012406,2012-01-18,01
410,2012-01-18 02:00:00,9097.565664,2012-01-18,02
411,2012-01-18 03:00:00,8517.491861999999,2012-01-18,03
412,2012-01-18 04:00:00,8337.319948,2012-01-18,04
413,2012-01-18 05:00:00,8572.346598,2012-01-18,05
414,2012-01-18 06:00:00,9622.071157999999,2012-01-18,06
415,2012-01-18 07:00:00,10921.724908,2012-01-18,07
416,2012-01-18 08:00:00,11694.976102,2012-01-18,08
417,2012-01-18 09:00:00,12166.154636,2012-01-18,09
418,2012-01-18 10:00:00,12413.083805999999,2012-01-18,10
419,2012-01-18 11:00:00,12548.861792,2012-01-18,11
420,2012-01-18 12:00:00,12605.652654000001,2012-01-18,12
421,2012-01-18 13:00:00,12709.29455,2012-01-18,13
422,2012-01-18 14:00:00,12760.945966,2012-01-18,14
423,2012-01-18 15:00:00,12860.412478,2012-01-18,15
424,2012-01-18 16:00:00,12873.608358000001,2012-01-18,16
425,2012-01-18 17:00:00,12533.164454000002,2012-01-18,17
426,2012-01-18 18:00:00,11687.264646,2012-01-18,18
427,2012-01-18 19:00:00,10800.801608,2012-01-18,19
428,2012-01-18 20:00:00,10207.145734,2012-01-18,20
429,2012-01-18 21:00:00,10068.248792,2012-01-18,21
430,2012-01-18 22:00:00,9341.992844,2012-01-18,22
431,2012-01-18 23:00:00,8747.624080000001,2012-01-18,23
432,2012-01-19 00:00:00,8765.606636,2012-01-19,00
433,2012-01-19 01:00:00,7988.106754,2012-01-19,01
434,2012-01-19 02:00:00,8153.41807,2012-01-19,02
435,2012-01-19 03:00:00,7635.6259580000005,2012-01-19,03
436,2012-01-19 04:00:00,7389.822232,2012-01-19,04
437,2012-01-19 05:00:00,7597.657118,2012-01-19,05
438,2012-01-19 06:00:00,8577.132892,2012-01-19,06
439,2012-01-19 07:00:00,9804.506962,2012-01-19,07
440,2012-01-19 08:00:00,10329.890685999999,2012-01-19,08
441,2012-01-19 09:00:00,10753.525679999999,2012-01-19,09
442,2012-01-19 10:00:00,10982.183312000001,2012-01-19,10
443,2012-01-19 11:00:00,11260.093420000001,2012-01-19,11
444,2012-01-19 12:00:00,11430.236082,2012-01-19,12
445,2012-01-19 13:00:00,11646.04159,2012-01-19,13
446,2012-01-19 14:00:00,11804.106695999999,2012-01-19,14
447,2012-01-19 15:00:00,11918.242572,2012-01-19,15
448,2012-01-19 16:00:00,12014.46692,2012-01-19,16
449,2012-01-19 17:00:00,11859.18706,2012-01-19,17
450,2012-01-19 18:00:00,11298.050314,2012-01-19,18
451,2012-01-19 19:00:00,10675.46599,2012-01-19,19
452,2012-01-19 20:00:00,10224.81702,2012-01-19,20
453,2012-01-19 21:00:00,10001.904278,2012-01-19,21
454,2012-01-19 22:00:00,9231.279473999999,2012-01-19,22
455,2012-01-19 23:00:00,8615.069552,2012-01-19,23
456,2012-01-20 00:00:00,8620.152756,2012-01-20,00
457,2012-01-20 01:00:00,7959.871397999999,2012-01-20,01
